Reference,sold,좋아요,URL,Online since,Categories,Category,Sub-category,Designer,Condition,Material,Colour,Location,사이즈,크기,Style,Details_explanation,정상가,할인가
21289420,재고없음,40,http://dk.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-le-majestueux-louis-vuitton-handbag-21289420.shtml,2022-02-25,Women,Totes,Bags,Louis Vuitton,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",,"Width 13.4 in, Height 12.6 in",,"\""Le Majestueux\"" black grained leather shopping bag. Gold metal hardware. Smooth leather inserts. Buckle straps at the sides, handles at the top, protective feet at the bottom, hook closure at the top. Name badge on the side. Interior fabric lining, 1 zip and 2 patch pockets inside. Height 32cm, width 34cm. Note: Slight marks and scratches on the leather. Dust bag included.","Sold at £443 on February 27, 2022","Sold at £443 on February 27, 2022"
21284454,재고없음,49,http://dk.vestiairecollective.com/women-bags/handbags/gucci/pink-leather-soho-gucci-handbag-21284454.shtml,2022-02-25,Women,Crossbody bags,Bags,Gucci,Very good condition,Leather,Pink,"France, from the seller MytheresaXVestiaireCollective",,"Width 7.9 in, Height 5.9 in",,"Grained leather shoulder bag in dark pink. Model: Soho. Dimensions: Height: 15 cm, width: 20 cm, depth: 8 cm. Golden metal details, a zip closure on the top, interior lining in beige fabric, two interior patch pockets. Made in Italy. No box and no invoice. Dustbag, booklet and spare leather square included. It can be worn across the body or over the shoulders. The corners are weathered.","Sold at £476.64 on February 25, 2022","Sold at £476.64 on February 25, 2022"
21284108,재고없음,10,http://dk.vestiairecollective.com/women-shoes/flats/gucci/orange-leather-gucci-flats-21284108.shtml,2022-02-25,Women,Shoes,Flats,Gucci,Very good condition,Leather,Orange,"France, from the seller MytheresaXVestiaireCollective",39 IT,,,"Gucci orange loafers. Rounded tip. Silver horsebit details on the front. Brown lining. Size: 39 IT. Heel height: 2 cm. Made in Italy. Sold with box and dustbag. Note: Traces of use, rubbing on the front and small scratches on the leather.","Sold at £182.65 on February 26, 2022","Sold at £182.65 on February 26, 2022"
21194916,재고없음,7,http://dk.vestiairecollective.com/women-bags/handbags/prada/brown-leather-prada-handbag-21194916.shtml,2022-02-24,Women,Shoulder bags,Bags,Prada,Good condition,Leather,Brown,"France, from the seller MytheresaXVestiaireCollective",,"Width 10.6 in, Height 5.9 in",Vintage,"Vintage, MM baguette shoulder bag in warm brown textured leather and silver brass. Signature plate on the front, shoulder strap 62cm. Ribbon closure with flap buckle at the back. Single compartment with a zipped pocket. Black nylon lining with jacquard monogram pattern. With dust bag. 15x27x5cm. Note: rubbing marks on small light marks on the front. Small marks on the leather here or there. Scuff marks on the top near the strap hooks and on the hooks.","Sold at £129.10 on February 24, 2022","Sold at £129.10 on February 24, 2022"
21153633,재고없음,35,http://dk.vestiairecollective.com/women-shoes/trainers/balenciaga/black-cloth-speed-balenciaga-trainers-21153633.shtml,2022-02-24,Women,Shoes,Trainers,Balenciaga,Very good condition,Cloth,Black,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"Balenciaga black \""Speed\"" high-top sneakers. Black rubber soles. White Balenciaga flocking on the sides. Size: 37 EU. Made in Italy. Note: Traces of use on the soles.","Sold at £323.15 on February 25, 2022","Sold at £323.15 on February 25, 2022"
21153294,재고없음,33,http://dk.vestiairecollective.com/women-accessories/purses-wallets-cases/celine/black-leather-celine-purse-21153294.shtml,2022-02-24,Women,Card wallets,Accessories,Celine,Never worn,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",,"Width 3.9 in, Height 2.8 in",,"Celine black card holder. Five compartments. Beige leather lining inside. Silver print on the front. Closing with a beige leather strap with press studs on it. Rectangular shape. Dimensions: H 7 cm - W 10 cm. Composition: 100% calf leather. Sold with box, tags and dustbag.","Sold at £137.34 on February 25, 2022","Sold at £137.34 on February 25, 2022"
21194918,재고없음,3,http://dk.vestiairecollective.com/women-shoes/ballet-flats/chanel/ecru-leather-cambon-chanel-ballet-flats-21194918.shtml,2022-02-24,Women,Shoes,Ballet flats,Chanel,Good condition,Leather,Ecru,"France, from the seller MytheresaXVestiaireCollective",38.5 EU,,,"Cambon ballet flats in ivory and beige leather with signature embroidery on the heel. Leather lining. 38.5. With dustbag, original box and gift ribbon. Note: friction marks on the tips, lack of leather on the back heel of the right shoe, dark marks on the ivory leather at the base of the two shoes, marks on the inner and outer soles, small marks on the elastics.","Sold at £158.21 on February 28, 2022","Sold at £158.21 on February 28, 2022"
21219648,재고없음,45,http://dk.vestiairecollective.com/women-shoes/ballet-flats/valentino-garavani/black-patent-leather-rockstud-valentino-garavani-ballet-flats-21219648.shtml,2022-02-24,Women,Shoes,Ballet flats,Valentino Garavani,Very good condition,Patent leather,Black,"France, from the seller MytheresaXVestiaireCollective",38 IT,,,"Rockstud ballet flats in black patent leather. Nude pink leather straps and pale gold studs. Pointed toe. Size 38. Without packaging. Note: friction marks on the outer soles, slightly patinated inner soles.","Sold at £171.77 on February 28, 2022","Sold at £171.77 on February 28, 2022"
21153089,재고없음,9,http://dk.vestiairecollective.com/women-bags/handbags/the-row/burgundy-leather-slouchy-banana-the-row-handbag-21153089.shtml,2022-02-24,Women,Others,Bags,The Row,Very good condition,Leather,Burgundy,"France, from the seller MytheresaXVestiaireCollective",,"Width 13.8 in, Height 7.9 in",,"Slouchy Banana bag in burgundy leather. Adjustable fabric shoulder strap, top zip closure. Silver metal hardware. Suede lining. Height 20cm, width 35cm. Dustbag and tag included. Note: slight marks on the inside, 2 tiny white spots on the leather, not very visible.","Sold at £900.14 on February 24, 2022","Sold at £900.14 on February 24, 2022"
21153027,재고없음,12,http://dk.vestiairecollective.com/women-shoes/heels/saint-laurent/black-cloth-st-sulpice-saint-laurent-heels-21153027.shtml,2022-02-24,Women,Shoes,Heels,Saint Laurent,Very good condition,Cloth,Black,"France, from the seller MytheresaXVestiaireCollective",41 EU,,,"St Sulpice pumps in black canvas. Black chain link trim, slip-on style with gold hardware, pointed toe, branded insole, 95mm high cone heel. Size 41. Dustbag included. Note: Very slight fitting marks on the outsoles.","Sold at £340.11 on February 26, 2022","Sold at £340.11 on February 26, 2022"
21152889,재고없음,32,http://dk.vestiairecollective.com/women-bags/clutch-bags/jimmy-choo/silver-glitter-celeste-jimmy-choo-clutch-bag-21152889.shtml,2022-02-24,Women,Bags,Clutch bags,Jimmy Choo,"Never worn, with tag",Glitter,Silver,"France, from the seller MytheresaXVestiaireCollective",,"Width 7.9 in, Height 3.9 in",,"2021, Céleste MM pouch in two shades of gray sequins with silver-tone brass trim. Strass on the clasp. Black satin lining. 10x20x4cm. Chain 115cm. With card, dustbag, tag and original box. With plastic protection on the metal. Note: The sequins fade a little.","Sold at £186.25 on February 26, 2022","Sold at £186.25 on February 26, 2022"
21152832,재고없음,19,http://dk.vestiairecollective.com/women-clothing/coats/max-mara/camel-faux-fur-teddy-bear-icon-max-mara-coat-21152832.shtml,2022-02-24,Women,Coats,Clothing,Max Mara,Very good condition,Faux fur,Camel,"France, from the seller MytheresaXVestiaireCollective",S International,,,"Camel faux fur Teddy Bear Icon coat. Double-breasted closure, two pockets, signature pattern satin lining. 88% camel hair, 12% silk, 100% viscose lining. Size label: S. Length 116cm, shoulders 50cm. Note: slightly patinated fabric on the inside edge of the collar and below the collar (outside), button closure a little loose.","Sold at £968.27 on February 24, 2022","Sold at £968.27 on February 24, 2022"
21152968,재고없음,29,http://dk.vestiairecollective.com/women-shoes/heels/christian-louboutin/anthracite-suede-corneille-christian-louboutin-heels-21152968.shtml,2022-02-24,Women,Shoes,Heels,Christian Louboutin,Very good condition,Suede,Anthracite,"France, from the seller MytheresaXVestiaireCollective",41 EU,,,"Corneille pumps in anthracite suede. Pointed toe, covered heel. Leather inside. Size 41 Eu, 11cm heel Box, dust bag and heel pads included. Note: slight wear marks on the outsoles.","Sold at £208.63 on February 27, 2022","Sold at £208.63 on February 27, 2022"
21152870,재고없음,8,http://dk.vestiairecollective.com/women-shoes/heels/christian-louboutin/yellow-patent-leather-so-kate-christian-louboutin-heels-21152870.shtml,2022-02-24,Women,Shoes,Heels,Christian Louboutin,"Never worn, with tag",Patent leather,Yellow,"France, from the seller MytheresaXVestiaireCollective",39 EU,,,"So Kate pointed toe pumps in Momisa 120 patent leather. With spare toes, dust bag and original box.","Sold at £153.31 on February 24, 2022","Sold at £153.31 on February 24, 2022"
21150614,재고없음,10,http://dk.vestiairecollective.com/women-bags/handbags/the-row/khaki-leather-slouchy-banana-the-row-handbag-21150614.shtml,2022-02-24,Women,Others,Bags,The Row,"Never worn, with tag",Leather,Khaki,"France, from the seller MytheresaXVestiaireCollective",,"Width 13.8 in, Height 7.9 in",,"Slouchy Banana bag in khaki leather. Adjustable fabric shoulder strap, top zip closure. Silver metal hardware. Suede lining. Height 20cm, width 35cm. Dustbag and tag included.","Sold at £908.21 on February 24, 2022","Sold at £908.21 on February 24, 2022"
21174167,재고없음,17,http://dk.vestiairecollective.com/women-bags/handbags/fendi/black-cloth-baguette-fendi-handbag-21174167.shtml,2022-02-23,Women,Shoulder bags,Bags,Fendi,Very good condition,Cloth,Black,"France, from the seller MytheresaXVestiaireCollective",,"Width 9.8 in, Height 5.9 in",,"Baguette shoulder bag in black monogram canvas. Silver metal hardware. A leather handle on the top. A front flap with FF buckle. Fabric lining, one zipped pocket inside. Height 15cm, width 25cm. Note: Micro scratches on the buckle.","Sold at £357.76 on February 23, 2022","Sold at £357.76 on February 23, 2022"
21194907,재고없음,30,http://dk.vestiairecollective.com/women-bags/handbags/chloe/black-leather-paddington-chloe-handbag-21194907.shtml,2022-02-23,Women,Handbags,Bags,Chloé,Good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",,"Width 13 in, Height 13 in",,"GM Squared Paddington handbag in black grained leather with golden brass details. Rolled handles, front pocket with flap, back patch pocket, buckled belt on the sides. Magnetic top closure. Lining in black cotton fabric. Inside zipped and patch pocket. Without packaging. 33x33x13cm, handle height 18cm. To note: small blue mark on the lower front, slightly patinated leather overall, small marks of friction here and there, marks of friction on the metal, leather of the padlock in brown but the key works, patinated corners, little dust inside, slight marks on the top of the lining, slightly patinated handles.","Sold at £101.31 on February 24, 2022","Sold at £101.31 on February 24, 2022"
21173997,재고없음,10,http://dk.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-21173997.shtml,2022-02-23,Women,Totes,Bags,Louis Vuitton,Very good condition,Cloth,Brown,"France, from the seller MytheresaXVestiaireCollective",,"Width 12.6 in, Height 11 in",,"Neverfull tote bag from 2009. Brown monogrammed coated canvas and leather details. Gold metal hardware. 2 handles at the top. Hook closure. Side tightening straps. Fabric lining. Zipped pocket inside. Height 28cm, width 32cm. Note: Slight marks and patina on the leather parts. No packaging.","Sold at £740.56 on February 23, 2022","Sold at £740.56 on February 23, 2022"
21174517,재고없음,4,http://dk.vestiairecollective.com/women-bags/handbags/fendi/pink-leather-kan-i-logo-fendi-handbag-21174517.shtml,2022-02-23,Women,Shoulder bags,Bags,Fendi,"Never worn, with tag",Leather,Pink,"France, from the seller MytheresaXVestiaireCollective","Width 9.8 in, Height 7.1 in",,,"Macaron pink Kan I logo shoulder bag. Short removable handle with gold and silver metal hooks and buckle. Removable shoulder strap. Front flap with silver metal F buckle with magnetic closure. Main compartment lined in gray suede with a patch pocket. Size 18x25cm. With dustbag, booklet and tags.","Sold at £661.86 on February 23, 2022","Sold at £661.86 on February 23, 2022"
21174184,재고없음,19,http://dk.vestiairecollective.com/women-bags/handbags/stella-mccartney/silver-polyester-falabella-stella-mccartney-handbag-21174184.shtml,2022-02-23,Women,Shoulder bags,Bags,Stella McCartney,Very good condition,Polyester,Silver,"France, from the seller MytheresaXVestiaireCollective",,"Width 14.2 in, Height 15 in",,"Falabella shoulder bag in silver. Dark silver metal hardware. Brand circle bag charm. Chain shoulder strap and handles. Top snap closure. 1 zipped pocket inside. Fabric lining. Dimensions: Height 38cm, width 36cm. Made in Italy. Dust bag included. Note: marks on the bag charm.","Sold at £262.69 on February 24, 2022","Sold at £262.69 on February 24, 2022"
21174046,재고없음,14,http://dk.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-speedy-louis-vuitton-handbag-21174046.shtml,2022-02-23,Women,Bowling bags,Bags,Louis Vuitton,Very good condition,Cloth,Multicolour,"France, from the seller MytheresaXVestiaireCollective",,"Width 11.8 in, Height 8.7 in",,"Louis Vuitton x Stephen Sprouse Speedy 30 \""Graffiti\"" from 2009. Brown monogrammed coated canvas with fluorescent pink graffiti all over, leather details. Gold metal hardware. 2 handles at the top. Zip closure at the top. Fabric lining. Interior patch pocket. Height 22cm, width 30cm. Note: Very slight patina and marks on the leather. No packaging, padlock on the leather tab on the side, keys not included.","Sold at £1,006.20 on February 23, 2022","Sold at £1,006.20 on February 23, 2022"
21174016,재고없음,6,http://dk.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-bagatelle-louis-vuitton-handbag-21174016.shtml,2022-02-23,Women,Handbags,Bags,Louis Vuitton,Good condition,Leather,Brown,"France, from the seller MytheresaXVestiaireCollective",,"Width 12.6 in, Height 14.2 in",,"Brown leather Bagatelle hobo bag from 2018. Tan body, front exterior zip pocket, dark brown leather top handle, detachable shoulder strap, open top, interior zip pocket, two interior patch pockets, dark brown suede lining. Height 36cm, width 32cm. Note: Traces of storage on the leather, waxing on the edges of the shoulder strap \""melted\"". modification of the tint of the slices by a third party","Sold at £652.02 on February 23, 2022","Sold at £652.02 on February 23, 2022"
